User Input,keep_faq_for_test,Correct FAQ,Actual FAQ returned (Top result),Correct FAQ in top 3,Associated URL
Who is very me avalible for ,Y,Who can get VeryMe Rewards?,,,https://support.vodafone.co.uk/Account/Discounts-VeryMe-Rewards/1456888402/Who-can-get-VeryMe-Rewards.htm
Who can use veryme rewards ,Y,Who can get VeryMe Rewards?,,,https://support.vodafone.co.uk/Account/Discounts-VeryMe-Rewards/1456888402/Who-can-get-VeryMe-Rewards.htm
Who's got access to VeryMe,Y,Who can get VeryMe Rewards?,,,https://support.vodafone.co.uk/Account/Discounts-VeryMe-Rewards/1456888402/Who-can-get-VeryMe-Rewards.htm
Is VeryMe rewards avaliable to me,Y,Who can get VeryMe Rewards?,,,https://support.vodafone.co.uk/Account/Discounts-VeryMe-Rewards/1456888402/Who-can-get-VeryMe-Rewards.htm
Why have I been declined for a credit agreement,Y,Why have I been declined for a credit agreement?,,,https://support.vodafone.co.uk/Joining-leaving/Joining-Vodafone/1450592552/Why-have-I-been-declined-for-a-credit-agreement.htm
I have good credit why have I been declined ,Y,Why have I been declined for a credit agreement?,,,https://support.vodafone.co.uk/Joining-leaving/Joining-Vodafone/1450592552/Why-have-I-been-declined-for-a-credit-agreement.htm
"Ive been declined for a credit agreement, why is that",Y,Why have I been declined for a credit agreement?,,,https://support.vodafone.co.uk/Joining-leaving/Joining-Vodafone/1450592552/Why-have-I-been-declined-for-a-credit-agreement.htm
Why was I declined after my credit check,Y,Why have I been declined for a credit agreement?,,,https://support.vodafone.co.uk/Joining-leaving/Joining-Vodafone/1450592552/Why-have-I-been-declined-for-a-credit-agreement.htm
Why did I fail my credit check,Y,Why have I been declined for a credit agreement?,,,https://support.vodafone.co.uk/Joining-leaving/Joining-Vodafone/1450592552/Why-have-I-been-declined-for-a-credit-agreement.htm
Why did I get declined for a phone on credit,Y,Why have I been declined for a credit agreement?,,,https://support.vodafone.co.uk/Joining-leaving/Joining-Vodafone/1450592552/Why-have-I-been-declined-for-a-credit-agreement.htm
Why'd I get declined for a credit agreement with Vodafone,Y,Why have I been declined for a credit agreement?,,,https://support.vodafone.co.uk/Joining-leaving/Joining-Vodafone/1450592552/Why-have-I-been-declined-for-a-credit-agreement.htm
Why did I get refused for a credit agreement ,Y,Why have I been declined for a credit agreement?,,,https://support.vodafone.co.uk/Joining-leaving/Joining-Vodafone/1450592552/Why-have-I-been-declined-for-a-credit-agreement.htm
I was refused for a credit agreement and want to know why,Y,Why have I been declined for a credit agreement?,,,https://support.vodafone.co.uk/Joining-leaving/Joining-Vodafone/1450592552/Why-have-I-been-declined-for-a-credit-agreement.htm
Why was I refused for a credit agreement ,Y,Why have I been declined for a credit agreement?,,,https://support.vodafone.co.uk/Joining-leaving/Joining-Vodafone/1450592552/Why-have-I-been-declined-for-a-credit-agreement.htm
Why cant I get a phone on credit with you,Y,Why have I been declined for a credit agreement?,,,https://support.vodafone.co.uk/Joining-leaving/Joining-Vodafone/1450592552/Why-have-I-been-declined-for-a-credit-agreement.htm
Unable to get a credit agreement with Vodafone,Y,Why have I been declined for a credit agreement?,,,https://support.vodafone.co.uk/Joining-leaving/Joining-Vodafone/1450592552/Why-have-I-been-declined-for-a-credit-agreement.htm
How do I set up my home phone,Y,How do I set up my home phone?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1829588002/How-do-I-set-up-my-home-phone.htm
I need help setting up my home phone,Y,How do I set up my home phone?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1829588002/How-do-I-set-up-my-home-phone.htm
How do I set up my landline ,Y,How do I set up my home phone?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1829588002/How-do-I-set-up-my-home-phone.htm
Help setting up my ladline phone ,Y,How do I set up my home phone?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1829588002/How-do-I-set-up-my-home-phone.htm
Setting my home phone up ,Y,How do I set up my home phone?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1829588002/How-do-I-set-up-my-home-phone.htm
Help with setting up my landline,Y,How do I set up my home phone?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1829588002/How-do-I-set-up-my-home-phone.htm
How do I get my home phone set up,Y,How do I set up my home phone?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1829588002/How-do-I-set-up-my-home-phone.htm
Do I need to do anything to get my home phone working,Y,How do I set up my home phone?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1829588002/How-do-I-set-up-my-home-phone.htm
Setting up a landline ,Y,How do I set up my home phone?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1829588002/How-do-I-set-up-my-home-phone.htm
Help getting my home phone connected ,Y,How do I set up my home phone?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1829588002/How-do-I-set-up-my-home-phone.htm
Can you help me set up my home phone ,Y,How do I set up my home phone?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1829588002/How-do-I-set-up-my-home-phone.htm
Setting up a home phone,Y,How do I set up my home phone?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1829588002/How-do-I-set-up-my-home-phone.htm
Steps for getting my home phone set up,Y,How do I set up my home phone?,,,https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1829588002/How-do-I-set-up-my-home-phone.htm
How do I check the devices connected to my WiFi?,Y,How do I check the devices connected to my WiFi?,,,https://support.vodafone.co.uk/Broadband/Broadband-app/1733851312/How-do-I-check-the-devices-connected-to-my-WiFi.htm
Can I see what devices are connected to my wifi,Y,How do I check the devices connected to my WiFi?,,,https://support.vodafone.co.uk/Broadband/Broadband-app/1733851312/How-do-I-check-the-devices-connected-to-my-WiFi.htm
Can I see whats connected to my WiFi,Y,How do I check the devices connected to my WiFi?,,,https://support.vodafone.co.uk/Broadband/Broadband-app/1733851312/How-do-I-check-the-devices-connected-to-my-WiFi.htm
Where can I see what's connected to my WiFi,Y,How do I check the devices connected to my WiFi?,,,https://support.vodafone.co.uk/Broadband/Broadband-app/1733851312/How-do-I-check-the-devices-connected-to-my-WiFi.htm
How can I check what devices are connected to my wifi,Y,How do I check the devices connected to my WiFi?,,,https://support.vodafone.co.uk/Broadband/Broadband-app/1733851312/How-do-I-check-the-devices-connected-to-my-WiFi.htm
Anywhere I can see what's connected to my WiFi at the moment,Y,How do I check the devices connected to my WiFi?,,,https://support.vodafone.co.uk/Broadband/Broadband-app/1733851312/How-do-I-check-the-devices-connected-to-my-WiFi.htm
Check what devices are connected to my WiFi,Y,How do I check the devices connected to my WiFi?,,,https://support.vodafone.co.uk/Broadband/Broadband-app/1733851312/How-do-I-check-the-devices-connected-to-my-WiFi.htm
Can I see what devices are on my WiFi,Y,How do I check the devices connected to my WiFi?,,,https://support.vodafone.co.uk/Broadband/Broadband-app/1733851312/How-do-I-check-the-devices-connected-to-my-WiFi.htm
What devices are connected to my WiFi,Y,How do I check the devices connected to my WiFi?,,,https://support.vodafone.co.uk/Broadband/Broadband-app/1733851312/How-do-I-check-the-devices-connected-to-my-WiFi.htm
Whats connected to my WiFi ,Y,How do I check the devices connected to my WiFi?,,,https://support.vodafone.co.uk/Broadband/Broadband-app/1733851312/How-do-I-check-the-devices-connected-to-my-WiFi.htm
Where can I check whats on my WiFi,Y,How do I check the devices connected to my WiFi?,,,https://support.vodafone.co.uk/Broadband/Broadband-app/1733851312/How-do-I-check-the-devices-connected-to-my-WiFi.htm
Checking whats connected to my WiFi currently ,Y,How do I check the devices connected to my WiFi?,,,https://support.vodafone.co.uk/Broadband/Broadband-app/1733851312/How-do-I-check-the-devices-connected-to-my-WiFi.htm
,N,What is Broadband Back-up?,,,
,N,"My phone is blocked, how do I get it working again?",,,https://support.vodafone.co.uk/Phones-devices/Lost-stolen/1464014382/My-phone-is-blocked-how-do-I-get-it-working-again.htm
,N,Can I use eSIM when travelling abroad or visiting the UK? ,,,
How do I find my SIM number or EID?,Y,How do I find my SIM number or EID?,,,https://support.vodafone.co.uk/SIM-eSIM/eSIM/1481779212/How-do-I-find-my-SIM-number-or-EID.htm
Where do I find my SIM number,Y,How do I find my SIM number or EID?,,,https://support.vodafone.co.uk/SIM-eSIM/eSIM/1481779212/How-do-I-find-my-SIM-number-or-EID.htm
Where do I find my EID,Y,How do I find my SIM number or EID?,,,https://support.vodafone.co.uk/SIM-eSIM/eSIM/1481779212/How-do-I-find-my-SIM-number-or-EID.htm
Where on my SIM is the SIM number,Y,How do I find my SIM number or EID?,,,https://support.vodafone.co.uk/SIM-eSIM/eSIM/1481779212/How-do-I-find-my-SIM-number-or-EID.htm
Help to find sim card number,Y,How do I find my SIM number or EID?,,,https://support.vodafone.co.uk/SIM-eSIM/eSIM/1481779212/How-do-I-find-my-SIM-number-or-EID.htm
How can I see my EID ,Y,How do I find my SIM number or EID?,,,https://support.vodafone.co.uk/SIM-eSIM/eSIM/1481779212/How-do-I-find-my-SIM-number-or-EID.htm
Whats the EID of my phone,Y,How do I find my SIM number or EID?,,,https://support.vodafone.co.uk/SIM-eSIM/eSIM/1481779212/How-do-I-find-my-SIM-number-or-EID.htm
Where can I see my EID,Y,How do I find my SIM number or EID?,,,https://support.vodafone.co.uk/SIM-eSIM/eSIM/1481779212/How-do-I-find-my-SIM-number-or-EID.htm
Where's my EID number,Y,How do I find my SIM number or EID?,,,https://support.vodafone.co.uk/SIM-eSIM/eSIM/1481779212/How-do-I-find-my-SIM-number-or-EID.htm
Where's my SIM card number,Y,How do I find my SIM number or EID?,,,https://support.vodafone.co.uk/SIM-eSIM/eSIM/1481779212/How-do-I-find-my-SIM-number-or-EID.htm
I need to find my EID,Y,How do I find my SIM number or EID?,,,https://support.vodafone.co.uk/SIM-eSIM/eSIM/1481779212/How-do-I-find-my-SIM-number-or-EID.htm
Can you tell me where my EID number would be,Y,How do I find my SIM number or EID?,,,https://support.vodafone.co.uk/SIM-eSIM/eSIM/1481779212/How-do-I-find-my-SIM-number-or-EID.htm
Get EID number,Y,"I want to get an eSIM, but I can�t get a confirmation code to log in",,,https://support.vodafone.co.uk/SIM-eSIM/eSIM/1526155072/I-want-to-get-an-eSIM-but-I-can-t-get-a-confirmation-code-to-log-in.htm
Get the number on my SIM card,Y,"I don�t have a SIM card, can I still move to eSIM?",,,https://support.vodafone.co.uk/SIM-eSIM/eSIM/1526155172/I-don-t-have-a-SIM-card-can-I-still-move-to-eSIM.htm
,N,"How much will it cost to use my phone on a plane, cruise ship or ferry? ",,,
How do I change the length of time before a call goes to voicemail?,Y,How do I change the length of time before a call goes to voicemail?,,,https://support.vodafone.co.uk/Phones-devices/Voicemail/1464047832/How-do-I-change-the-length-of-time-before-a-call-goes-to-voicemail.htm
Can I change how long my phone rings before it goes to voicemail,Y,How do I change the length of time before a call goes to voicemail?,,,https://support.vodafone.co.uk/Phones-devices/Voicemail/1464047832/How-do-I-change-the-length-of-time-before-a-call-goes-to-voicemail.htm
change how long my mobile is set to ring before going to voicemail,Y,How do I change the length of time before a call goes to voicemail?,,,https://support.vodafone.co.uk/Phones-devices/Voicemail/1464047832/How-do-I-change-the-length-of-time-before-a-call-goes-to-voicemail.htm
Change to time before my phone goes to voicemail,Y,How do I change the length of time before a call goes to voicemail?,,,https://support.vodafone.co.uk/Phones-devices/Voicemail/1464047832/How-do-I-change-the-length-of-time-before-a-call-goes-to-voicemail.htm
"Extend the amount of time my phone rings for, before it goes to voicemail",Y,How do I change the length of time before a call goes to voicemail?,,,https://support.vodafone.co.uk/Phones-devices/Voicemail/1464047832/How-do-I-change-the-length-of-time-before-a-call-goes-to-voicemail.htm
How can I change how long my phone rings before it goes to voicemail,Y,How do I change the length of time before a call goes to voicemail?,,,https://support.vodafone.co.uk/Phones-devices/Voicemail/1464047832/How-do-I-change-the-length-of-time-before-a-call-goes-to-voicemail.htm
Change voicemail ringing time,Y,How do I change the length of time before a call goes to voicemail?,,,https://support.vodafone.co.uk/Phones-devices/Voicemail/1464047832/How-do-I-change-the-length-of-time-before-a-call-goes-to-voicemail.htm
"How do I change how long my phone rings for, before it goes to voicemail ",Y,How do I change the length of time before a call goes to voicemail?,,,https://support.vodafone.co.uk/Phones-devices/Voicemail/1464047832/How-do-I-change-the-length-of-time-before-a-call-goes-to-voicemail.htm
Help with changing voicemail ringing time,Y,How do I change the length of time before a call goes to voicemail?,,,https://support.vodafone.co.uk/Phones-devices/Voicemail/1464047832/How-do-I-change-the-length-of-time-before-a-call-goes-to-voicemail.htm
What's the process for adjusting the time before calls divert to voicemail,Y,How do I change the length of time before a call goes to voicemail?,,,https://support.vodafone.co.uk/Phones-devices/Voicemail/1464047832/How-do-I-change-the-length-of-time-before-a-call-goes-to-voicemail.htm
Can I increase the time before calls are routed to voicemail,Y,How do I change the length of time before a call goes to voicemail?,,,https://support.vodafone.co.uk/Phones-devices/Voicemail/1464047832/How-do-I-change-the-length-of-time-before-a-call-goes-to-voicemail.htm
How do I customize the delay before calls are sent to voicemail,Y,How do I change the length of time before a call goes to voicemail?,,,https://support.vodafone.co.uk/Phones-devices/Voicemail/1464047832/How-do-I-change-the-length-of-time-before-a-call-goes-to-voicemail.htm
What steps do I take to adjust the length of time before calls go to voicemail,Y,How do I change the length of time before a call goes to voicemail?,,,https://support.vodafone.co.uk/Phones-devices/Voicemail/1464047832/How-do-I-change-the-length-of-time-before-a-call-goes-to-voicemail.htm
,N,I�m moving home � what do I need to do?,,,
,N,My mobile device has no signal. What should I do? ,,,
Can I get visual voicemail,Y,Can I get Visual Voicemail?,,,https://support.vodafone.co.uk/Phones-devices/Voicemail/1544815672/Can-I-get-Visual-Voicemail.htm
Is Visual Voicemail an option for me,Y,Can I get Visual Voicemail?,,,https://support.vodafone.co.uk/Phones-devices/Voicemail/1544815672/Can-I-get-Visual-Voicemail.htm
Could I activate Visual Voicemail,Y,Can I get Visual Voicemail?,,,https://support.vodafone.co.uk/Phones-devices/Voicemail/1544815672/Can-I-get-Visual-Voicemail.htm
Is there a way to enable Visual Voicemail,Y,Can I get Visual Voicemail?,,,https://support.vodafone.co.uk/Phones-devices/Voicemail/1544815672/Can-I-get-Visual-Voicemail.htm
Can I access Visual Voicemail on my device,Y,Can I get Visual Voicemail?,,,https://support.vodafone.co.uk/Phones-devices/Voicemail/1544815672/Can-I-get-Visual-Voicemail.htm
Is Visual Voicemail supported on my phone,Y,Can I get Visual Voicemail?,,,https://support.vodafone.co.uk/Phones-devices/Voicemail/1544815672/Can-I-get-Visual-Voicemail.htm
How do I set up Visual Voicemail,Y,Can I get Visual Voicemail?,,,https://support.vodafone.co.uk/Phones-devices/Voicemail/1544815672/Can-I-get-Visual-Voicemail.htm
Can Visual Voicemail be enabled on my plan,Y,Can I get Visual Voicemail?,,,https://support.vodafone.co.uk/Phones-devices/Voicemail/1544815672/Can-I-get-Visual-Voicemail.htm
Is Visual Voicemail available for my account,Y,Can I get Visual Voicemail?,,,https://support.vodafone.co.uk/Phones-devices/Voicemail/1544815672/Can-I-get-Visual-Voicemail.htm
Could you help me activate Visual Voicemail,Y,Can I get Visual Voicemail?,,,https://support.vodafone.co.uk/Phones-devices/Voicemail/1544815672/Can-I-get-Visual-Voicemail.htm
Is there a way to use Visual Voicemail,Y,Can I get Visual Voicemail?,,,https://support.vodafone.co.uk/Phones-devices/Voicemail/1544815672/Can-I-get-Visual-Voicemail.htm
Can I enable Visual Voicemail on my device,Y,Can I get Visual Voicemail?,,,https://support.vodafone.co.uk/Phones-devices/Voicemail/1544815672/Can-I-get-Visual-Voicemail.htm
How can I get Visual Voicemail,Y,Can I get Visual Voicemail?,,,https://support.vodafone.co.uk/Phones-devices/Voicemail/1544815672/Can-I-get-Visual-Voicemail.htm
,N,My mobile can't connect to the internet,,,
,N,I�ve got a problem with coverage,,,
I�m having issues connecting my Super WiFi Booster,Y,I�m having issues connecting my Super WiFi Booster,,,https://support.vodafone.co.uk/Broadband/Broadband-app/1627646512/I-m-having-issues-connecting-my-Super-WiFi-Booster.htm
I'm experiencing difficulties with linking my Super WiFi Booster.,Y,I�m having issues connecting my Super WiFi Booster,,,https://support.vodafone.co.uk/Broadband/Broadband-app/1627646512/I-m-having-issues-connecting-my-Super-WiFi-Booster.htm
Can you assist me with connecting my Super WiFi Booster,Y,I�m having issues connecting my Super WiFi Booster,,,https://support.vodafone.co.uk/Broadband/Broadband-app/1627646512/I-m-having-issues-connecting-my-Super-WiFi-Booster.htm
I'm having trouble getting my Super WiFi Booster to connect properly.,Y,I�m having issues connecting my Super WiFi Booster,,,https://support.vodafone.co.uk/Broadband/Broadband-app/1627646512/I-m-having-issues-connecting-my-Super-WiFi-Booster.htm
Is there a solution for the problems I'm having with my Super WiFi Booster connection,Y,I�m having issues connecting my Super WiFi Booster,,,https://support.vodafone.co.uk/Broadband/Broadband-app/1627646512/I-m-having-issues-connecting-my-Super-WiFi-Booster.htm
Could you help me troubleshoot the connection problems with my Super WiFi Booster,Y,I�m having issues connecting my Super WiFi Booster,,,https://support.vodafone.co.uk/Broadband/Broadband-app/1627646512/I-m-having-issues-connecting-my-Super-WiFi-Booster.htm
My Super WiFi Booster isn't connecting as expected,Y,I�m having issues connecting my Super WiFi Booster,,,https://support.vodafone.co.uk/Broadband/Broadband-app/1627646512/I-m-having-issues-connecting-my-Super-WiFi-Booster.htm
I'm running into issues while trying to connect my Super WiFi Booster.,Y,I�m having issues connecting my Super WiFi Booster,,,https://support.vodafone.co.uk/Broadband/Broadband-app/1627646512/I-m-having-issues-connecting-my-Super-WiFi-Booster.htm
Can you guide me through the process of troubleshooting my Super WiFi Booster connection issues?,Y,I�m having issues connecting my Super WiFi Booster,,,https://support.vodafone.co.uk/Broadband/Broadband-app/1627646512/I-m-having-issues-connecting-my-Super-WiFi-Booster.htm
I'm having trouble establishing a connection with my Super WiFi Booster.,Y,I�m having issues connecting my Super WiFi Booster,,,https://support.vodafone.co.uk/Broadband/Broadband-app/1627646512/I-m-having-issues-connecting-my-Super-WiFi-Booster.htm
Help with getting my super wifi booster connected,Y,I�m having issues connecting my Super WiFi Booster,,,https://support.vodafone.co.uk/Broadband/Broadband-app/1627646512/I-m-having-issues-connecting-my-Super-WiFi-Booster.htm
Im having trouble getting my Super WiFi booster working,Y,I�m having issues connecting my Super WiFi Booster,,,https://support.vodafone.co.uk/Broadband/Broadband-app/1627646512/I-m-having-issues-connecting-my-Super-WiFi-Booster.htm
Struggling to get my wifi booster connected,Y,I�m having issues connecting my Super WiFi Booster,,,https://support.vodafone.co.uk/Broadband/Broadband-app/1627646512/I-m-having-issues-connecting-my-Super-WiFi-Booster.htm
Can I get mobile network status alerts?,Y,Can I get mobile network status alerts?,,,https://support.vodafone.co.uk/Phones-devices/Signal-data-connection/1485042602/Can-I-get-mobile-network-status-alerts.htm
Is it possible for me to receive alerts about my mobile network status,Y,Can I get mobile network status alerts?,,,https://support.vodafone.co.uk/Phones-devices/Signal-data-connection/1485042602/Can-I-get-mobile-network-status-alerts.htm
Can I sign up to receive notifications regarding mobile network outages,Y,Can I get mobile network status alerts?,,,https://support.vodafone.co.uk/Phones-devices/Signal-data-connection/1485042602/Can-I-get-mobile-network-status-alerts.htm
Can I set up text alerts for network issues,Y,Can I get mobile network status alerts?,,,https://support.vodafone.co.uk/Phones-devices/Signal-data-connection/1485042602/Can-I-get-mobile-network-status-alerts.htm
How can I activate mobile network status alerts,Y,Can I get mobile network status alerts?,,,https://support.vodafone.co.uk/Phones-devices/Signal-data-connection/1485042602/Can-I-get-mobile-network-status-alerts.htm
Can I opt-in to receive mobile network status notifications,Y,Can I get mobile network status alerts?,,,https://support.vodafone.co.uk/Phones-devices/Signal-data-connection/1485042602/Can-I-get-mobile-network-status-alerts.htm
Is there a feature that sends alerts about my mobile network's status,Y,Can I get mobile network status alerts?,,,https://support.vodafone.co.uk/Phones-devices/Signal-data-connection/1485042602/Can-I-get-mobile-network-status-alerts.htm
How do I enable alerts for my mobile network status,Y,Can I get mobile network status alerts?,,,https://support.vodafone.co.uk/Phones-devices/Signal-data-connection/1485042602/Can-I-get-mobile-network-status-alerts.htm
Set up status alerts to hear about unexpected issues and planned maintenance,Y,Can I get mobile network status alerts?,,,https://support.vodafone.co.uk/Phones-devices/Signal-data-connection/1485042602/Can-I-get-mobile-network-status-alerts.htm
Can I sign up for network status alerts,Y,Can I get mobile network status alerts?,,,https://support.vodafone.co.uk/Phones-devices/Signal-data-connection/1485042602/Can-I-get-mobile-network-status-alerts.htm
Can I get network alerts about outages and things,Y,Can I get mobile network status alerts?,,,https://support.vodafone.co.uk/Phones-devices/Signal-data-connection/1485042602/Can-I-get-mobile-network-status-alerts.htm
Is there a way for me to receive alerts if there are issues with my mobile network?,Y,Can I get mobile network status alerts?,,,https://support.vodafone.co.uk/Phones-devices/Signal-data-connection/1485042602/Can-I-get-mobile-network-status-alerts.htm
Can I get text alert about my mobile network status,Y,Can I get mobile network status alerts?,,,https://support.vodafone.co.uk/Phones-devices/Signal-data-connection/1485042602/Can-I-get-mobile-network-status-alerts.htm
,N,How do I update my Direct Debit details?,,,
I�m having problems with my phone battery,Y,I�m having problems with my phone battery,,,https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682797092/I-m-having-problems-with-my-phone-battery.htm
My phone battery is causing me some trouble.,Y,I�m having problems with my phone battery,,,https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682797092/I-m-having-problems-with-my-phone-battery.htm
I'm encountering issues with the battery on my phone.,Y,I�m having problems with my phone battery,,,https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682797092/I-m-having-problems-with-my-phone-battery.htm
Can you assist me with the problems I'm having with my phone battery,Y,I�m having problems with my phone battery,,,https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682797092/I-m-having-problems-with-my-phone-battery.htm
Having issues with my phone battery,Y,I�m having problems with my phone battery,,,https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682797092/I-m-having-problems-with-my-phone-battery.htm
Phone battery isnt working properly ,Y,I�m having problems with my phone battery,,,https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682797092/I-m-having-problems-with-my-phone-battery.htm
Could you help me troubleshoot the problems with my phone battery,Y,I�m having problems with my phone battery,,,https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682797092/I-m-having-problems-with-my-phone-battery.htm
My phone battery wont hold its charge ,Y,I�m having problems with my phone battery,,,https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682797092/I-m-having-problems-with-my-phone-battery.htm
My phone battery isnt working right,Y,I�m having problems with my phone battery,,,https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682797092/I-m-having-problems-with-my-phone-battery.htm
I'm having trouble getting my phone battery to hold a charge.,Y,I�m having problems with my phone battery,,,https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682797092/I-m-having-problems-with-my-phone-battery.htm
Phone battery problems,Y,I�m having problems with my phone battery,,,https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682797092/I-m-having-problems-with-my-phone-battery.htm
Help with phone battery problems ,Y,I�m having problems with my phone battery,,,https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682797092/I-m-having-problems-with-my-phone-battery.htm
My phone's battery is giving me trouble. Can you offer any advice?,Y,I�m having problems with my phone battery,,,https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682797092/I-m-having-problems-with-my-phone-battery.htm
How do I stop nuisance calls or spam texts?,Y,How do I stop nuisance calls or spam texts?,,,https://support.vodafone.co.uk/Account/Security-privacy/1456919082/How-do-I-stop-nuisance-calls-or-spam-texts.htm
What steps can I take to prevent nuisance calls or spam texts?,Y,How do I stop nuisance calls or spam texts?,,,https://support.vodafone.co.uk/Account/Security-privacy/1456919082/How-do-I-stop-nuisance-calls-or-spam-texts.htm
How do I block unwanted calls or spam texts?,Y,How do I stop nuisance calls or spam texts?,,,https://support.vodafone.co.uk/Account/Security-privacy/1456919082/How-do-I-stop-nuisance-calls-or-spam-texts.htm
Block spam texts,Y,How do I stop nuisance calls or spam texts?,,,https://support.vodafone.co.uk/Account/Security-privacy/1456919082/How-do-I-stop-nuisance-calls-or-spam-texts.htm
Help to stop nuisance calls,Y,How do I stop nuisance calls or spam texts?,,,https://support.vodafone.co.uk/Account/Security-privacy/1456919082/How-do-I-stop-nuisance-calls-or-spam-texts.htm
Stopping unwanted calls ,Y,How do I stop nuisance calls or spam texts?,,,https://support.vodafone.co.uk/Account/Security-privacy/1456919082/How-do-I-stop-nuisance-calls-or-spam-texts.htm
Stop spam texts to my phone,Y,How do I stop nuisance calls or spam texts?,,,https://support.vodafone.co.uk/Account/Security-privacy/1456919082/How-do-I-stop-nuisance-calls-or-spam-texts.htm
Block or filter out nuisance calls or spam texts,Y,How do I stop nuisance calls or spam texts?,,,https://support.vodafone.co.uk/Account/Security-privacy/1456919082/How-do-I-stop-nuisance-calls-or-spam-texts.htm
Stop nuisance callers from contacting me,Y,How do I stop nuisance calls or spam texts?,,,https://support.vodafone.co.uk/Account/Security-privacy/1456919082/How-do-I-stop-nuisance-calls-or-spam-texts.htm
Can I block nuisance calls,Y,How do I stop nuisance calls or spam texts?,,,https://support.vodafone.co.uk/Account/Security-privacy/1456919082/How-do-I-stop-nuisance-calls-or-spam-texts.htm
What options do I have for dealing with nuisance calls or spam texts,Y,How do I stop nuisance calls or spam texts?,,,https://support.vodafone.co.uk/Account/Security-privacy/1456919082/How-do-I-stop-nuisance-calls-or-spam-texts.htm
How can I reduce the number of nuisance calls or spam texts I receive,Y,How do I stop nuisance calls or spam texts?,,,https://support.vodafone.co.uk/Account/Security-privacy/1456919082/How-do-I-stop-nuisance-calls-or-spam-texts.htm
How do I stop getting spam texts,Y,How do I stop nuisance calls or spam texts?,,,https://support.vodafone.co.uk/Account/Security-privacy/1456919082/How-do-I-stop-nuisance-calls-or-spam-texts.htm
,N,How do I change my age-restricted content settings?,,,
How can I track my repair?,Y,How can I track my repair?,,,https://support.vodafone.co.uk/Phones-devices/Warranty-insurance-repair/1464014432/How-can-I-track-my-repair.htm
Where can I track my repair,Y,How can I track my repair?,,,https://support.vodafone.co.uk/Phones-devices/Warranty-insurance-repair/1464014432/How-can-I-track-my-repair.htm
Whats the status of my repair ,Y,How can I track my repair?,,,https://support.vodafone.co.uk/Phones-devices/Warranty-insurance-repair/1464014432/How-can-I-track-my-repair.htm
Tracking my repair ,Y,How can I track my repair?,,,https://support.vodafone.co.uk/Phones-devices/Warranty-insurance-repair/1464014432/How-can-I-track-my-repair.htm
How do I track my phone repair ,Y,How can I track my repair?,,,https://support.vodafone.co.uk/Phones-devices/Warranty-insurance-repair/1464014432/How-can-I-track-my-repair.htm
How do I keep tabs on my repair status,Y,How can I track my repair?,,,https://support.vodafone.co.uk/Phones-devices/Warranty-insurance-repair/1464014432/How-can-I-track-my-repair.htm
Is there a way for me to check the progress of my repair,Y,How can I track my repair?,,,https://support.vodafone.co.uk/Phones-devices/Warranty-insurance-repair/1464014432/How-can-I-track-my-repair.htm
Are there any tools or resources I can use to track my repair,Y,How can I track my repair?,,,https://support.vodafone.co.uk/Phones-devices/Warranty-insurance-repair/1464014432/How-can-I-track-my-repair.htm
What's the process for tracking my repair,Y,How can I track my repair?,,,https://support.vodafone.co.uk/Phones-devices/Warranty-insurance-repair/1464014432/How-can-I-track-my-repair.htm
Repair tracking process,Y,How can I track my repair?,,,https://support.vodafone.co.uk/Phones-devices/Warranty-insurance-repair/1464014432/How-can-I-track-my-repair.htm
